DropOut (group),DistanceToHanoi,DOB - Year (group),EntryGrade (group),Gender,Major (group),NumOfCheating,AttendanceRate,CoursePassRate,EnglishAverageGrade,FinalAverageGrade,Gain5-6GradeRate,Gain7-8GradeRate,Gain9-10GradeRate,LargerstTimeFailASubject,NumOfCourse/StudyYears,ReExamRate,ReStudyRate,TotalYearsStudy
0,302,1987,74,1,1,0,0.556830405,0,1.731034483,1.542857143,0,0,0,5,7.405797101,0,2.5,0.945205479
0,0,1989,60,1,1,0,0.930514568,0.795918367,5.4,5.908163265,0.285714286,0.224489796,0,4,12.54207574,0.183673469,0.166666667,3.906849315
0,145,1989,73,1,1,0,0.866735377,0.647058824,4.35,5.158823529,0.367647059,0.088235294,0,3,15.3304509,0.323529412,0.387755102,4.435616438
0,0,1989,69,0,1,0,0.85653203,1,5.597777778,7.161538462,0.128205128,0.256410256,0.076923077,0,13.03571429,0.128205128,0,2.991780822
0,0,1989,63,1,1,0,0.797050147,0.958333333,6.7,7.295833333,0.166666667,0.25,0.125,0,10.28169014,0.166666667,0,2.334246575
0,0,1986,66,1,1,0,0.833341472,0.607142857,3.720289855,4.967857143,0.321428571,0.089285714,0,5,12.97777778,0.303571429,0.513513514,4.315068493
0,145,1989,66,1,1,0,0.785581446,0.75862069,6.5,5.75862069,0.275862069,0.137931034,0.068965517,1,8.055555556,0.24137931,0.208333333,3.6
0,302,1988,72,1,1,0,0.904788193,0.603174603,4.842465753,5.036507937,0.396825397,0.047619048,0,2,12.7255119,0.301587302,0.465116279,4.950684932
0,0,1989,63,1,1,0,0.958632479,1,6.46,8.023809524,0.023809524,0.476190476,0.142857143,0,14.03846154,0.071428571,0,2.991780822
0,0,1990,61,1,1,0,0.818280151,0.973684211,6.331111111,7.128947368,0.105263158,0.263157895,0.105263158,1,11.5391015,0.157894737,0.027027027,3.293150685
0,90,1990,71,1,1,0,0.748927269,0.431372549,4.486486486,4.152941176,0.176470588,0.039215686,0.019607843,7,11.81904762,0.274509804,0.307692308,4.315068493
0,0,1990,63,1,1,0,0.861688267,1,5.535555556,6.685714286,0.476190476,0.166666667,0.071428571,0,11.66666667,0.047619048,0,3.6
0,90,1990,61,1,1,0,0.771638331,0.470588235,3.730232558,3.673529412,0.205882353,0,0,1,13.23027719,0.235294118,0.307692308,2.569863014
0,122,1988,66,1,1,0,0.837728978,0.86,5.748837209,6.198,0.34,0.16,0.04,1,13.96327468,0.26,0.111111111,3.580821918
0,49,1990,63,1,1,0,0.842565296,0.784313725,5.206666667,5.623529412,0.431372549,0.058823529,0.039215686,2,14.16666667,0.254901961,0.243902439,3.6
0,530,1990,66,1,1,0,0.784671278,0.976744186,5.62,6.662790698,0.325581395,0.209302326,0.023255814,1,14.37271062,0.139534884,0.023809524,2.991780822
0,868,1990,94,1,1,0,0.890402075,1,6.05,8.4,0.03125,0.25,0.3125,0,12.04123711,0.03125,0,2.657534247
0,218,1990,73,0,1,0,0.085561497,0,0.072727273,0.3,0,0,0,1,5.312954876,0,0.666666667,1.882191781
0,122,1989,60,1,1,0,0.795325825,0.888888889,5.5,6.233333333,0.4,0.222222222,0,1,13.66472546,0.2,0.097560976,3.293150685
0,198,1990,71,1,1,0,0.906031172,1,7.397777778,8.1275,0,0.425,0.125,0,13.36996337,0.025,0,2.991780822
0,316,1989,80,1,1,0,0.794200992,0.589285714,4.743333333,4.864285714,0.339285714,0.071428571,0.017857143,3,11.37451308,0.321428571,0.365853659,4.923287671
0,109,1990,100,1,1,0,0.835649435,1,7.35,7.940625,0.125,0.28125,0.28125,0,12.04123711,0.09375,0,2.657534247
0,26,1990,82,1,1,0,0.658199357,0.166666667,0.648648649,1.65,0.166666667,0,0,0,12.37288136,0.166666667,0,0.484931507
0,80,1990,74,1,1,0,0.808826635,0.952380952,4.673972603,7.188095238,0.119047619,0.333333333,0.166666667,1,14.03846154,0.023809524,0.05,2.991780822
0,93,1990,65,0,1,0,0.881283229,0.88,4.6375,6.39,0.36,0.28,0.02,1,16.71245421,0.18,0.136363636,2.991780822
1,89,1990,100,1,1,0,0.821578438,0.837837838,4.753658537,5.8,0.324324324,0.189189189,0.027027027,1,9.269045985,0.162162162,0.088235294,3.991780822
0,65,1991,60,1,1,0,0.948541639,0.822580645,5.861111111,6.085483871,0.387096774,0.14516129,0.064516129,2,17.00225394,0.225806452,0.24,3.646575342
1,0,1990,68,1,1,0,0.676222315,0.25,4.835087719,2.545,0.2,0,0,6,16.66666667,0.333333333,1.068965517,3.6
0,316,1990,68,1,1,0,0.820948423,0.701754386,4.902739726,4.936842105,0.403508772,0.087719298,0,4,11.50719027,0.263157895,0.266666667,4.953424658
0,0,1990,100,1,1,0,0.876218905,1,7.75,8.610714286,0,0.285714286,0.392857143,0,7.166900421,0,0,3.906849315
0,80,1990,81,1,1,0,0.869984686,0.925,5.403508772,7.055,0.25,0.2,0.05,0,15.14522822,0.125,0,2.64109589
1,0,1990,71,1,1,0,0.700665613,0.465517241,6.286440678,3.524137931,0.275862069,0.120689655,0,4,13.69340233,0.172413793,0.526315789,4.235616438
0,433,1990,71,1,1,0,0.914486997,1,6.6,8.2675,0.05,0.25,0.275,0,15.05154639,0.25,0,2.657534247
0,0,1990,91,1,1,0,0.869163674,1,7.2,7.864705882,0.029411765,0.411764706,0.088235294,0,12.22660099,0.147058824,0,2.780821918
0,92,1990,65,1,1,0,0.384180791,0,7.8,0,0,0,0,0,6.033057851,0,0,0.331506849
0,0,1990,96,1,1,0,0.893119127,1,7.571717172,7.586363636,0.113636364,0.409090909,0.113636364,0,10.38809832,0.431818182,0,4.235616438
0,0,1990,68,1,1,0,0.960159733,1,6.25,7.846875,0.03125,0.25,0.125,0,12.04123711,0,0,2.657534247
0,0,1990,82,0,1,0,0.784639336,0.971428571,5.689655172,7.071428571,0.285714286,0.314285714,0.085714286,1,11.69871795,0.085714286,0.029411765,2.991780822
0,0,1990,73,1,1,0,0.714593559,0.4,5.3,3.493333333,0.4,0,0,2,11.4539749,0.333333333,0.363636364,1.309589041
0,205,1988,72,0,1,0,0.855184027,1,6.4,8.255882353,0.058823529,0.147058824,0.264705882,0,12.79381443,0.088235294,0,2.657534247
0,0,1990,60,1,1,0,0.956163847,0.930232558,5.82,6.38372093,0.325581395,0.23255814,0.023255814,1,13.05740433,0.139534884,0.075,3.293150685
0,0,1990,76,1,1,0,0.942587042,1,6.01627907,7.35,0.1,0.3,0.05,0,13.36996337,0.025,0,2.991780822
0,0,1990,67,1,1,0,0.827843752,0.923076923,5.2,6.607692308,0.41025641,0.179487179,0.025641026,1,13.03571429,0.435897436,0.054054054,2.991780822
0,0,1991,74,1,1,0,0.828886845,1,5.95,7.262857143,0.085714286,0.314285714,0.114285714,0,13.17010309,0.057142857,0,2.657534247
0,145,1990,100,1,1,0,0.828868483,1,6.475555556,7.5625,0.05,0.5,0.125,0,13.36996337,0.05,0,2.991780822
0,89,1990,60,1,1,0,0.697078652,0.2,3.814583333,2.78,0.2,0,0,0,7.952069717,0.3,0,1.257534247
0,0,1990,64,1,1,0,0.759773014,0,6.3,1.9,0,0,0,2,9.358974359,0.428571429,1.333333333,0.747945205
0,55,1990,71,1,1,0,0.882905983,0.744186047,4.298630137,5.630232558,0.441860465,0.11627907,0.023255814,2,11.94444444,0.372093023,0.264705882,3.6
0,122,1990,62,1,1,0,0.85177026,0.703703704,4.705633803,5.011111111,0.481481481,0.092592593,0,2,13.82187938,0.277777778,0.35,3.906849315
0,0,1990,69,1,1,0,0.788043972,0.575757576,3.882178218,4.303030303,0.393939394,0.075757576,0,4,15.2952381,0.333333333,0.571428571,4.315068493
0,0,1989,80,1,1,0,0.908785332,0.972222222,5.2,7.188888889,0.25,0.138888889,0.194444444,1,12.03296703,0.027777778,0.028571429,2.991780822
0,109,1990,62,1,1,0,0.894437277,1,6.493333333,7.7025,0.025,0.375,0.05,0,13.36996337,0.05,0,2.991780822
0,125,1990,66,1,1,0,0.911863552,0.942857143,5.35,7.117142857,0.314285714,0.2,0.057142857,1,12.5862069,0.2,0.060606061,2.780821918
0,92,1988,65,1,1,0,0.827837402,0.314814815,5,3.466666667,0.203703704,0.018518519,0,3,11.880651,0.37037037,0.588235294,4.545205479
0,0,1990,64,1,1,0,0.727216546,0.416666667,4.266197183,3.672222222,0.305555556,0.069444444,0.013888889,6,14.53539823,0.347222222,0.714285714,4.953424658
0,65,1990,63,1,1,0,0.850328258,0.9,5.234482759,6.7625,0.175,0.25,0.025,1,13.38221815,0.175,0.025641026,2.989041096
0,125,1990,100,1,1,0,0.950995406,1,6.975555556,7.505263158,0.078947368,0.421052632,0.157894737,0,9.726507714,0.078947368,0,3.906849315
0,6730,1990,67,1,1,0,0.823414793,0.90625,5.2,6.3125,0.28125,0.28125,0.0625,1,11.27413127,0.1875,0.032258065,2.838356164
0,0,1990,62,1,1,0,0.831117499,0.880952381,6.947826087,6.869047619,0.119047619,0.30952381,0.119047619,1,11.66666667,0.238095238,0.135135135,3.6
0,0,1990,74,1,1,0,0.819228451,0.891304348,6.048888889,6.267391304,0.217391304,0.217391304,0.043478261,2,15.37545788,0.130434783,0.095238095,2.991780822
0,55,1990,69,1,1,0,0.778907243,0.7,3.905797101,5.038,0.34,0.2,0,2,12.80701754,0.24,0.351351351,3.904109589
0,80,1990,70,1,1,0,0.785327019,0.902439024,5.889655172,6.790243902,0.195121951,0.219512195,0.12195122,1,13.70421245,0.146341463,0.051282051,2.991780822
1,70,1990,,1,1,0,0.814663951,1,6.44,7.016666667,0,0.333333333,0,0,32.68656716,0,0,0.183561644
0,0,1990,67,1,1,0,0.87153746,1,5.95,7.490625,0.1875,0.28125,0.09375,0,12.04123711,0.0625,0,2.657534247
0,316,1990,63,1,1,0,0.90747697,0.609375,4.422352941,5.1625,0.421875,0.109375,0,3,14.89795918,0.34375,0.523809524,4.295890411
0,103,1990,61,1,1,0,0.858499778,1,5.15,7.496969697,0.151515152,0.272727273,0.090909091,0,12.41752577,0.03030303,0,2.657534247
0,217,1990,68,1,1,0,0.85126998,0.444444444,5.156666667,4.175555556,0.333333333,0,0,7,18.45505618,0.4,0.875,2.438356164
0,0,1990,91,1,1,0,0.690292758,1,6.5,7.641666667,0.083333333,0.416666667,0.083333333,0,8.021978022,0.041666667,0,2.991780822
0,0,1990,65,1,1,0,0.804846871,0.75,5.683561644,5.391666667,0.366666667,0.116666667,0.033333333,2,15.35764376,0.266666667,0.25,3.906849315
0,41,1989,62,1,1,0,0.841058648,0.633333333,5.688888889,5.101666667,0.383333333,0.1,0,3,13.16105769,0.333333333,0.463414634,4.55890411
0,90,1990,70,1,1,0,0.666230863,0.271428571,3.456589147,3.042857143,0.142857143,0.057142857,0,5,15.41013269,0.171428571,0.891891892,4.542465753
0,0,1990,86,1,1,0,0.818107667,1,7.3,7.5,0.043478261,0.52173913,0.086956522,0,9.853286385,0.043478261,0,2.334246575
0,122,1990,61,1,1,0,0.923400306,0.92,5.360273973,6.776,0.28,0.14,0.12,1,16.71245421,0.36,0.086956522,2.991780822
0,272,1988,64,1,1,0,0.717264745,0.636363636,4.726027397,4.660606061,0.287878788,0.136363636,0,3,13.36106489,0.196969697,0.434782609,4.939726027
0,178,1990,78,1,1,0,0.80624441,1,5.4,7.014285714,0.228571429,0.4,0.028571429,0,9.722222222,0.342857143,0,3.6
0,65,1990,68,1,1,0,0.899504781,1,5.7,7.541176471,0.117647059,0.294117647,0.147058824,0,12.79381443,0.147058824,0,2.657534247
0,205,1990,67,1,1,0,0.800052733,0.944444444,6.031111111,6.752777778,0.194444444,0.305555556,0.027777778,1,12.03296703,0.194444444,0.028571429,2.991780822
0,178,1990,66,1,1,0,0.833733992,0.684210526,5.926666667,5.214035088,0.298245614,0.175438596,0,4,14.58976157,0.192982456,0.425,3.906849315
0,103,1990,67,1,1,0,0.872049784,1,6.375555556,7.345,0.075,0.375,0.05,0,13.36996337,0.075,0,2.991780822
0,530,1990,70,0,1,0,0.89244186,1,7.1,8.651612903,0,0.258064516,0.451612903,0,11.66494845,0.096774194,0,2.657534247
0,316,1990,64,1,1,0,0.880633922,0.795918367,5.42,5.818367347,0.428571429,0.204081633,0,2,11.56856404,0.244897959,0.225,4.235616438
0,52,1986,61,1,1,0,0.700561272,0.333333333,4.113043478,3.291666667,0.166666667,0,0,3,13.58139535,0.291666667,0.846153846,1.767123288
0,109,1990,81,1,1,0,0.882829053,0.602941176,3.970689655,4.891176471,0.294117647,0.132352941,0,5,15.75873016,0.25,0.545454545,4.315068493
1,218,1990,81,1,1,0,0.799024588,0.863636364,6.031111111,5.940909091,0.340909091,0.090909091,0,1,14.70695971,0.204545455,0.073170732,2.991780822
0,0,1990,61,0,1,0,0.827201699,1,6.286206897,7.4,0.194444444,0.222222222,0.166666667,0,12.03296703,0.083333333,0,2.991780822
0,125,1990,80,1,1,0,0.850436884,1,6.5,7.290625,0.15625,0.40625,0.0625,0,12.04123711,0.0625,0,2.657534247
0,0,1990,63,1,1,0,0.719175928,0.672727273,4.989108911,5.034545455,0.290909091,0.163636364,0,4,12.74603175,0.254545455,0.375,4.315068493
0,0,1990,63,1,1,0,0.922290389,1,6.45,7.56875,0.125,0.125,0.15625,0,12.04123711,0.1875,0,2.657534247
1,0,1990,73,1,1,0,0.643930636,0.230769231,3.333333333,2.838461538,0.115384615,0,0,2,7.95473596,0.307692308,0.444444444,3.268493151
0,145,1989,66,1,1,0,0.828902522,1,5.613333333,7.3,0.15,0.35,0.125,0,13.36996337,0.075,0,2.991780822
0,0,1990,79,1,1,0,0.872438981,1,6.15,7.187878788,0.151515152,0.272727273,0.03030303,0,11.03021978,0.151515152,0,2.991780822
0,0,1990,65,1,1,0,0.848402765,1,6,7.109375,0.21875,0.28125,0.0625,0,10.6959707,0,0,2.991780822
0,92,1990,70,1,1,0,0.894887721,0.6,5.7,4.62,0.6,0,0,0,19.21052632,0.2,0,0.260273973
0,0,1990,66,1,1,0,0.936287675,1,7.6,8.611538462,0,0.230769231,0.423076923,0,9.783505155,0.230769231,0,2.657534247
0,125,1990,76,1,1,0,0.770271198,0.804878049,5.85,5.682926829,0.317073171,0.146341463,0.024390244,1,12.4500832,0.243902439,0.171428571,3.293150685
0,0,1990,66,1,1,0,0.746090644,0.962962963,7.5,7.540740741,0.074074074,0.333333333,0.111111111,1,11.56690141,0.185185185,0.038461538,2.334246575
0,0,1990,69,1,1,0,0.864058223,0.930232558,5.206666667,6.237209302,0.348837209,0.209302326,0,1,13.05740433,0.11627907,0.023809524,3.293150685
0,82,1990,66,1,1,0,0.850957887,0.972972973,6,7.932432432,0.081081081,0.243243243,0.243243243,1,13.92268041,0.189189189,0.027777778,2.657534247
0,0,1990,60,1,1,0,0.616084726,0.0625,2.346666667,2.2,0,0,0,1,12.21757322,0.1875,0.454545455,1.309589041
0,125,1991,65,1,1,0,0.844741808,0.913043478,5.535555556,6.641304348,0.304347826,0.173913043,0.086956522,1,15.38955087,0.260869565,0.069767442,2.989041096
1,49,1990,87,1,1,0,0.797906558,0.711864407,4.977777778,5.347457627,0.254237288,0.203389831,0,3,13.67301587,0.169491525,0.282608696,4.315068493
0,55,1990,61,1,1,0,0.825550599,0.785714286,6.2,5.911904762,0.19047619,0.142857143,0.023809524,4,8.67081448,0.095238095,0.235294118,4.843835616
0,33,1990,62,1,1,1,0.792879317,0.53030303,4.752272727,4.356060606,0.272727273,0.060606061,0,4,13.30939227,0.303030303,0.5,4.95890411
0,0,1990,67,1,1,0,0.594118112,0.131578947,2.387323944,1.757894737,0.105263158,0,0,3,16.91463415,0.157894737,1.111111111,2.246575342
0,111,1990,66,1,1,0,0.780888828,0.516129032,5.484444444,4.306451613,0.258064516,0.096774194,0,2,12.06289979,0.35483871,0.347826087,2.569863014
0,0,1990,62,1,1,0,0.856708861,0.970588235,5.7,7.305882353,0.176470588,0.294117647,0.088235294,1,12.79381443,0.117647059,0.03030303,2.657534247
0,198,1990,61,1,1,0,0.834185911,1,5.831111111,7.3475,0.15,0.35,0.075,0,13.36996337,0,0,2.991780822
0,0,1990,70,1,1,0,0.789826469,0.888888889,7,6.063888889,0.444444444,0.25,0,1,12.03296703,0.305555556,0.090909091,2.991780822
0,109,1990,70,0,1,0,0.935529442,0.954545455,5.868888889,7.534090909,0.068181818,0.409090909,0.181818182,1,14.70695971,0.181818182,0.047619048,2.991780822
0,0,1991,65,1,1,0,0.772712757,0.942857143,6,7.074285714,0.171428571,0.257142857,0.028571429,1,13.17010309,0.057142857,0.060606061,2.657534247
0,218,1990,77,1,1,0,0.720052655,0.56,5.265517241,4.112,0.36,0,0,4,6.794489948,0.36,0.315789474,3.679452055
0,0,1990,83,1,1,0,0.901468674,1,5.65,7.459375,0.125,0.34375,0.09375,0,12.04123711,0.125,0,2.657534247
0,145,1990,61,1,1,0,0.926235107,1,7.193333333,8.535,0,0.325,0.375,0,13.36996337,0.1,0,2.991780822
0,41,1990,65,0,1,0,0.878657687,0.941176471,5.779661017,6.6,0.294117647,0.196078431,0.117647059,1,17.0467033,0.176470588,0.0625,2.991780822
0,0,1990,68,0,1,0,0.82978214,0.868421053,4.062222222,5.644736842,0.5,0.131578947,0,1,9.726507714,0.157894737,0.085714286,3.906849315
0,0,1990,77,1,1,0,0.863588297,0.970588235,6.6,7.505882353,0.058823529,0.205882353,0.176470588,1,12.79381443,0,0.03030303,2.657534247
0,0,1990,62,1,1,0,0.886909181,0.971428571,5.2,7.285714286,0.2,0.314285714,0.085714286,1,13.18369453,0.257142857,0.029411765,2.654794521
0,0,1991,75,1,1,0,0.847655686,0.62295082,4.673684211,4.839344262,0.360655738,0.131147541,0,4,15.3657695,0.426229508,0.418604651,3.969863014
0,0,1990,65,1,1,0,0.894050588,0.975609756,6.875555556,7.190243902,0.097560976,0.365853659,0.073170732,1,13.70421245,0.195121951,0.025,2.991780822
0,666,1990,75,1,1,0,0.856102974,0.96969697,6.5,7.218181818,0.090909091,0.272727273,0.060606061,1,12.41752577,0.060606061,0.03125,2.657534247
0,145,1990,90,1,1,0,0.945101989,1,7.427118644,8.946666667,0,0.133333333,0.6,0,13.66472546,0.177777778,0,3.293150685
0,109,1987,64,1,1,0,0.861065045,0.661538462,4.235460993,5.08,0.369230769,0.123076923,0,2,15.1307398,0.292307692,0.354166667,4.295890411
0,117,1990,75,1,1,0,0.831493745,0.590909091,5.648888889,4.931818182,0.348484848,0.075757576,0.03030303,3,14.47716346,0.378787879,0.534883721,4.55890411
0,0,1990,64,1,1,0,0.740278678,0.842105263,5.15,6.057894737,0.236842105,0.210526316,0.026315789,2,12.7014652,0.342105263,0.117647059,2.991780822
0,0,1990,66,1,1,0,0.859908202,0.976190476,5.206666667,7.221428571,0.142857143,0.214285714,0.071428571,1,12.75374376,0.119047619,0.024390244,3.293150685
0,41,1990,67,0,1,0,0.805589837,0.975609756,5.697777778,6.634146341,0.317073171,0.243902439,0.024390244,1,13.70421245,0.219512195,0.025,2.991780822
0,0,1991,66,1,1,0,0.880485095,0.971428571,6.4,6.751428571,0.085714286,0.485714286,0.028571429,1,11.97282099,0.057142857,0.029411765,2.923287671
0,48,1989,61,1,1,0,0.776858518,0.552631579,3.978321678,4.592105263,0.381578947,0.052631579,0.013157895,3,15.25013744,0.368421053,0.551020408,4.983561644
0,0,1990,88,1,1,0,0.839710625,0.941176471,6.2,6.505882353,0.205882353,0.264705882,0.029411765,1,12.22660099,0.058823529,0.0625,2.780821918
0,316,1990,66,1,1,0,0.81683474,0.931818182,5.713333333,6.372727273,0.295454545,0.227272727,0.022727273,1,13.36106489,0.136363636,0.047619048,3.293150685
0,0,1990,60,1,1,0,0.911172224,0.951219512,5.997777778,6.626829268,0.268292683,0.12195122,0.097560976,1,11.38888889,0.195121951,0.025,3.6
0,49,1990,75,1,1,0,0.791178159,0.972222222,5.54137931,6.994444444,0.194444444,0.277777778,0.138888889,0,13.60248447,0.194444444,0,2.646575342
0,109,1990,71,1,1,0,0.878766554,0.904761905,6.253333333,6.380952381,0.357142857,0.19047619,0.047619048,1,11.66666667,0.166666667,0.05,3.6
0,145,1990,85,1,1,0,0.938236412,1,6.9,7.883870968,0.032258065,0.419354839,0.096774194,0,11.66494845,0.258064516,0,2.657534247
0,117,1990,71,1,1,0,0.76879138,0.891304348,6.097777778,6.395652174,0.217391304,0.260869565,0.065217391,1,13.96838602,0.369565217,0.095238095,3.293150685
0,198,1990,61,0,1,0,0.872353343,1,6.793333333,8.0525,0,0.325,0.275,0,13.36996337,0.075,0,2.991780822
0,0,1990,100,1,1,0,0.783495737,0.96,6.9,7.448,0.12,0.36,0.08,1,8.356227106,0.04,0.041666667,2.991780822
0,0,1990,73,1,1,0,0.91128439,0.918918919,5.9,6.664864865,0.162162162,0.324324324,0.027027027,1,9.470546985,0.297297297,0.057142857,3.906849315
0,0,1990,60,1,1,0,0.905657527,1,5.926666667,7.15,0.2,0.35,0.025,0,13.36996337,0.125,0,2.991780822
0,109,1990,62,0,1,0,0.926347971,1,6.1,8.334375,0.03125,0.21875,0.28125,0,12.04123711,0.03125,0,2.657534247
0,80,1990,61,1,1,0,0.899801464,0.886363636,4.742253521,6.3,0.272727273,0.136363636,0.068181818,1,12.28768171,0.25,0.073170732,3.580821918
0,103,1990,64,1,1,0,0.844004483,1,6.271111111,7.1575,0.125,0.325,0.075,0,13.36996337,0.125,0,2.991780822
0,117,1990,75,1,1,0,0.860769395,0.822222222,5.368292683,5.995555556,0.333333333,0.2,0.022222222,2,11.33540373,0.177777778,0.153846154,3.969863014
0,0,1990,77,1,1,0,0.956919603,0.75,6.8,5.565,0.225,0.225,0,3,10.23842917,0.4,0.290322581,3.906849315
0,125,1990,65,1,1,0,0.926196395,0.916666667,7.186206897,6.966666667,0.166666667,0.333333333,0.083333333,1,9.54248366,0.388888889,0.090909091,3.77260274
0,109,1989,65,1,1,0,0.905876157,1,5.542222222,7.72,0.125,0.3,0.225,0,13.36996337,0.05,0,2.991780822
0,109,1990,63,1,1,0,0.901084107,1,5.606666667,7.190243902,0.12195122,0.390243902,0.073170732,0,13.70421245,0.097560976,0,2.991780822
0,55,1990,70,1,1,0,0.873669756,0.88372093,5.78,6.241860465,0.279069767,0.162790698,0.023255814,2,11.94444444,0.186046512,0.131578947,3.6
0,0,1989,79,1,1,0,0.811892981,0.96969697,6.2,7.839393939,0.060606061,0.212121212,0.242424242,1,12.41752577,0.060606061,0.03125,2.657534247
0,293,1990,74,1,1,0,0.880451291,0.95,5.888888889,6.6825,0.2,0.325,0,1,12.14642263,0.2,0.025641026,3.293150685
0,109,1990,76,1,1,0,0.852454234,0.945945946,5.222222222,7.121621622,0.27027027,0.135135135,0.108108108,1,12.36721612,0.189189189,0.057142857,2.991780822
0,0,1990,67,1,1,0,0.578071002,0,2.3,1.128571429,0,0,0,0,21.11570248,0.285714286,0,0.331506849
0,49,1990,64,1,1,0,0.821513798,0.869565217,5.393333333,6.226086957,0.347826087,0.260869565,0.02173913,2,11.52367879,0.239130435,0.12195122,3.991780822
0,0,1990,65,1,1,0,0.855681043,0.921052632,5.596551724,6.876315789,0.263157895,0.236842105,0.105263158,1,12.89033457,0.236842105,0.055555556,2.947945205
0,666,1989,100,1,1,0,0.813429138,1,6.245762712,7.019565217,0.195652174,0.347826087,0.086956522,0,13.96838602,0.043478261,0,3.293150685
0,80,1990,84,1,1,0,0.667990469,0.543859649,3.32970297,4.677192982,0.210526316,0.175438596,0.052631579,5,13.20952381,0.175438596,0.628571429,4.315068493
0,316,1990,64,1,1,0,0.894208392,0.906976744,4.263218391,6.065116279,0.418604651,0.186046512,0.023255814,2,11.94444444,0.11627907,0.075,3.6
0,103,1990,64,1,1,0,0.83173583,0.84,5.730508475,6.572,0.2,0.18,0.12,3,16.71245421,0.14,0.19047619,2.991780822
1,70,1990,64,1,1,0,0.224653538,0,3.41,1.4,0.142857143,0,0,0,11.20614035,0,0,0.624657534
0,0,1990,71,1,1,0,0.878415053,0.888888889,6.148888889,6.488888889,0.244444444,0.2,0.044444444,2,13.66472546,0.2,0.097560976,3.293150685
0,82,1990,64,1,1,0,0.792451458,0.9,5.273333333,6.5375,0.3,0.225,0.05,1,13.36996337,0.275,0.081081081,2.991780822
0,0,1990,87,1,1,0,0.846166083,1,7.2,7.441666667,0.083333333,0.291666667,0.125,0,8.021978022,0,0,2.991780822
0,109,1990,64,1,1,0,0.82632735,1,5.684444444,7.5075,0.175,0.325,0.1,0,13.36996337,0.075,0,2.991780822
0,0,1990,79,1,1,0,0.829400749,1,5.7,7.36875,0.125,0.28125,0.0625,0,12.04123711,0.09375,0,2.657534247
0,198,1990,77,1,1,0,0.776460627,0.491803279,4.36,4.468852459,0.31147541,0.049180328,0,4,14.13650794,0.426229508,0.742857143,4.315068493
0,80,1990,71,0,1,0,0.878508447,0.952380952,5.786666667,7.107142857,0.30952381,0.261904762,0.166666667,1,12.75374376,0.142857143,0.05,3.293150685
0,122,1989,61,1,1,0,0.690418134,0.696428571,4.846551724,4.939285714,0.357142857,0.089285714,0,6,15.55555556,0.285714286,0.4,3.6
0,111,1990,62,1,1,0,0.58508366,0.1,2.35,1.97,0.1,0,0,1,17.05607477,0.2,0.666666667,0.58630137
0,360,1990,86,1,1,0,0.89494382,1,6.25,7.40625,0.125,0.4375,0.0625,0,12.04123711,0.03125,0,2.657534247
0,868,1990,69,1,1,0,0.867655341,1,7.4,7.58125,0.03125,0.625,0.0625,0,12.04123711,0,0,2.657534247
0,0,1989,61,1,1,0,0.876986827,0.826086957,5.828888889,5.62826087,0.434782609,0.043478261,0,3,11.77419355,0.152173913,0.210526316,3.906849315
0,316,1990,65,0,1,0,0.945953885,0.944444444,6.2,7.530555556,0.027777778,0.388888889,0.111111111,1,12.03296703,0.166666667,0.028571429,2.991780822
0,218,1990,61,1,1,0,0.606847361,0.181818182,2.358064516,1.878787879,0.090909091,0,0,1,9.166666667,0.121212121,0.1,3.6
0,1115,1990,66,0,1,0,0.825483504,0.875,5.3,5.875,0.25,0.375,0,1,14.10628019,0.125,0.142857143,0.567123288
0,145,1990,60,1,1,0,0.882001558,1,5.25,7.094117647,0.235294118,0.235294118,0.088235294,0,12.79381443,0.117647059,0,2.657534247
0,0,1990,74,1,1,0,0.79812859,1,6.5,7.75,0,0.4375,0.09375,0,12.04123711,0,0,2.657534247
0,125,1990,72,1,1,0,0.740193515,0.906976744,5.911111111,5.772093023,0.488372093,0.139534884,0,1,13.05740433,0.162790698,0.048780488,3.293150685
0,0,1990,66,1,1,0,0.808241702,0.391304348,4.377272727,3.643478261,0.347826087,0,0,2,13.03571429,0.347826087,0.642857143,1.764383562
0,41,1990,67,1,1,0,0.814584426,0.972972973,5.35,6.905405405,0.243243243,0.297297297,0.081081081,0,12.36721612,0.162162162,0,2.991780822
0,125,1990,69,1,1,0,0.871119473,1,5.815555556,6.992682927,0.317073171,0.268292683,0.12195122,0,13.70421245,0.12195122,0,2.991780822
0,0,1990,82,1,1,0,0.898962316,1,8.2,7.948,0.08,0.32,0.24,0,10.77331759,0,0,2.320547945
0,153,1990,83,1,1,0,0.504492658,0.166666667,1.324137931,1.825,0.166666667,0,0,1,13.43558282,0.166666667,0.5,0.893150685
0,218,1990,60,1,1,0,0.400547945,0.25,6.1,2.5,0,0,0.25,0,2.474576271,0,0,1.616438356
0,125,1990,62,1,1,0,0.781543027,0.808510638,6.830434783,6.044680851,0.170212766,0.255319149,0.063829787,3,10.89206349,0.191489362,0.175,4.315068493
0,125,1990,64,1,1,0,0.796548749,0.96969697,5.25,6.66969697,0.393939394,0.303030303,0.060606061,0,11.03021978,0.212121212,0,2.991780822
0,378,1990,62,1,1,0,0.846096202,0.7,5.313043478,5.776666667,0.283333333,0.166666667,0.05,3,16.66666667,0.4,0.363636364,3.6
